"variable" "ht.code" "age_adult" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"opr" 1 "<18" 73 1108842 6.58344471078837 2016 "age"
"opr" 2 "<18" 56 1108842 5.05031375074176 2016 "age"
"opr" 3 "<18" 134 1108842 12.0846793321321 2016 "age"
"opr" 4 "<18" 263 1108842 23.7184377936622 2016 "age"
"opr_patients" 1 "18+" 115 4539731 2.53318974185915 2016 "age"
"opr_patients" 2 "18+" 142 4539731 3.12793863777391 2016 "age"
"opr_patients" 3 "18+" 58 4539731 1.27760873937244 2016 "age"
"opr_patients" 4 "18+" 315 4539731 6.93873711900551 2016 "age"
"opr_patients" 1 "<18" 69 1108842 6.22270801430682 2016 "age"
"opr_patients" 2 "<18" 44 1108842 3.9681036612971 2016 "age"
"opr_patients" 3 "<18" 112 1108842 10.1006275014835 2016 "age"
"opr_patients" 4 "<18" 225 1108842 20.2914391770874 2016 "age"
"prevalence" 1 "18+" 8371 4580775 182.74200326364 2017 "age"
"prevalence" 2 "18+" 5598 4580775 122.206395206051 2017 "age"
"prevalence" 3 "18+" 3211 4580775 70.0973088614918 2017 "age"
"prevalence" 4 "18+" 17180 4580775 375.045707331183 2017 "age"
"prevalence" 1 "<18" 6915 1105920 625.271267361111 2017 "age"
"prevalence" 2 "<18" 2308 1105920 208.695023148148 2017 "age"
"prevalence" 3 "<18" 1757 1105920 158.872251157407 2017 "age"
"prevalence" 4 "<18" 10980 1105920 992.838541666667 2017 "age"
"incidence" 1 "18+" 68 4580775 1.48446496498955 2017 "age"
"incidence" 2 "18+" 79 4580775 1.72459900344374 2017 "age"
"incidence" 3 "18+" 18 4580775 0.392946608379586 2017 "age"
"incidence" 4 "18+" 165 4580775 3.60201057681288 2017 "age"
"incidence" 1 "<18" 529 1105920 47.8334780092593 2017 "age"
"incidence" 2 "<18" 324 1105920 29.296875 2017 "age"
"incidence" 3 "<18" 87 1105920 7.86675347222222 2017 "age"
"incidence" 4 "<18" 940 1105920 84.9971064814815 2017 "age"
"opr" 1 "18+" 218 4580775 4.75902003481944 2017 "age"
"opr" 2 "18+" 198 4580775 4.32241269217545 2017 "age"
"opr" 3 "18+" 117 4580775 2.55415295446731 2017 "age"
"opr" 4 "18+" 533 4580775 11.6355856814622 2017 "age"
"opr" 1 "<18" 84 1105920 7.59548611111111 2017 "age"
"opr" 2 "<18" 67 1105920 6.05830439814815 2017 "age"
"opr" 3 "<18" 154 1105920 13.9250578703704 2017 "age"
"opr" 4 "<18" 305 1105920 27.5788483796296 2017 "age"
"opr_patients" 1 "18+" 197 4580775 4.30058232504325 2017 "age"
"opr_patients" 2 "18+" 149 4580775 3.25272470269769 2017 "age"
"opr_patients" 3 "18+" 74 4580775 1.61544716778274 2017 "age"
"opr_patients" 4 "18+" 420 4580775 9.16875419552368 2017 "age"
"opr_patients" 1 "<18" 76 1105920 6.87210648148148 2017 "age"
"opr_patients" 2 "<18" 53 1105920 4.7923900462963 2017 "age"
"opr_patients" 3 "<18" 121 1105920 10.9411168981481 2017 "age"
"opr_patients" 4 "<18" 250 1105920 22.6056134259259 2017 "age"
"prevalence" 1 "18+" 8898 4615936 192.766970772558 2018 "age"
"prevalence" 2 "18+" 6023 4615936 130.482744994731 2018 "age"
"prevalence" 3 "18+" 3314 4615936 71.7947562531196 2018 "age"
"prevalence" 4 "18+" 18235 4615936 395.044472020409 2018 "age"
"prevalence" 1 "<18" 7205 1103465 652.943228829188 2018 "age"
"prevalence" 2 "<18" 2473 1103465 224.11222829904 2018 "age"
"prevalence" 3 "<18" 1744 1103465 158.047604590993 2018 "age"
"prevalence" 4 "<18" 11422 1103465 1035.10306171922 2018 "age"
"incidence" 1 "18+" 67 4615936 1.45149326160501 2018 "age"
"incidence" 2 "18+" 49 4615936 1.06153984803949 2018 "age"
"incidence" 3 "18+" 18 4615936 0.389953413565526 2018 "age"
"incidence" 4 "18+" 134 4615936 2.90298652321003 2018 "age"
"incidence" 1 "<18" 468 1103465 42.4118571952894 2018 "age"
"incidence" 2 "<18" 200 1103465 18.1247252971322 2018 "age"
"incidence" 3 "<18" 75 1103465 6.79677198642458 2018 "age"
"incidence" 4 "<18" 743 1103465 67.3333544788462 2018 "age"
"opr" 1 "18+" 273 4615936 5.91429343907714 2018 "age"
"opr" 2 "18+" 245 4615936 5.30769924019744 2018 "age"
"opr" 3 "18+" 129 4615936 2.79466613055294 2018 "age"
"opr" 4 "18+" 647 4615936 14.0166588098275 2018 "age"
"opr" 1 "<18" 101 1103465 9.15298627505177 2018 "age"
"opr" 2 "<18" 70 1103465 6.34365385399628 2018 "age"
"opr" 3 "<18" 166 1103465 15.0435219966197 2018 "age"
"opr" 4 "<18" 337 1103465 30.5401621256678 2018 "age"
"opr_patients" 1 "18+" 254 4615936 5.5026759469802 2018 "age"
"opr_patients" 2 "18+" 195 4615936 4.22449531362653 2018 "age"
"opr_patients" 3 "18+" 95 4615936 2.05808746048472 2018 "age"
"opr_patients" 4 "18+" 544 4615936 11.7852587210915 2018 "age"
"opr_patients" 1 "<18" 86 1103465 7.79363187776685 2018 "age"
"opr_patients" 2 "<18" 59 1103465 5.346793962654 2018 "age"
"opr_patients" 3 "<18" 127 1103465 11.509200563679 2018 "age"
"opr_patients" 4 "<18" 272 1103465 24.6496264040998 2018 "age"
"prevalence" 1 "18+" 9451 4645661 203.437142744595 2019 "age"
"prevalence" 2 "18+" 6356 4645661 136.815837401825 2019 "age"
"prevalence" 3 "18+" 3440 4645661 74.0475897832408 2019 "age"
"prevalence" 4 "18+" 19247 4645661 414.300569929661 2019 "age"
"prevalence" 1 "<18" 7331 1098650 667.273471988349 2019 "age"
"prevalence" 2 "<18" 2560 1098650 233.013243526146 2019 "age"
"prevalence" 3 "<18" 1713 1098650 155.918627406362 2019 "age"
"prevalence" 4 "<18" 11604 1098650 1056.20534292086 2019 "age"
"incidence" 1 "18+" 104 4645661 2.23864806321426 2019 "age"
"incidence" 2 "18+" 164 4645661 3.53017579199171 2019 "age"
"incidence" 3 "18+" 17 4645661 0.365932856486946 2019 "age"
"incidence" 4 "18+" 285 4645661 6.13475671169291 2019 "age"
"incidence" 1 "<18" 685 1098650 62.3492468028945 2019 "age"
"incidence" 2 "<18" 304 1098650 27.6703226687298 2019 "age"
"incidence" 3 "<18" 83 1098650 7.55472625494926 2019 "age"
"incidence" 4 "<18" 1072 1098650 97.5742957265735 2019 "age"
"opr" 1 "18+" 280 4645661 6.02712940096146 2019 "age"
"opr" 2 "18+" 72 4645661 1.54983327453295 2019 "age"
"opr" 3 "18+" 80 4645661 1.72203697170327 2019 "age"
"opr" 4 "18+" 432 4645661 9.29899964719768 2019 "age"
"opr" 1 "<18" 93 1098650 8.46493423747326 2019 "age"
"opr" 2 "<18" 92 1098650 8.37391343922086 2019 "age"
"opr" 3 "<18" 135 1098650 12.2878077640741 2019 "age"
"opr" 4 "<18" 320 1098650 29.1266554407682 2019 "age"
"opr_patients" 1 "18+" 274 4645661 5.89797662808371 2019 "age"
"opr_patients" 2 "18+" 71 4645661 1.52830781238665 2019 "age"
"opr_patients" 3 "18+" 68 4645661 1.46373142594778 2019 "age"
"opr_patients" 4 "18+" 413 4645661 8.89001586641815 2019 "age"
"opr_patients" 1 "<18" 86 1098650 7.82778864970646 2019 "age"
"opr_patients" 2 "<18" 79 1098650 7.19064306193965 2019 "age"
"opr_patients" 3 "<18" 108 1098650 9.83024621125927 2019 "age"
"opr_patients" 4 "<18" 273 1098650 24.8486779229054 2019 "age"
"prevalence" 1 "18+" 10083 4666596 216.067557594444 2020 "age"
"prevalence" 2 "18+" 7066 4666596 151.416578593904 2020 "age"
"prevalence" 3 "18+" 3582 4666596 76.758305197193 2020 "age"
"prevalence" 4 "18+" 20731 4666596 444.242441385541 2020 "age"
"prevalence" 1 "<18" 7724 1094669 705.601419241798 2020 "age"
"prevalence" 2 "<18" 2680 1094669 244.822864263079 2020 "age"
"prevalence" 3 "<18" 1682 1094669 153.653752869589 2020 "age"
"prevalence" 4 "<18" 12086 1094669 1104.07803637447 2020 "age"
"incidence" 1 "18+" 145 4666596 3.10718990887576 2020 "age"
"incidence" 2 "18+" 172 4666596 3.68577009880435 2020 "age"
"incidence" 3 "18+" 23 4666596 0.492864606235466 2020 "age"
"incidence" 4 "18+" 340 4666596 7.28582461391558 2020 "age"
"incidence" 1 "<18" 781 1094669 71.3457675333822 2020 "age"
"incidence" 2 "<18" 355 1094669 32.4298943333556 2020 "age"
"incidence" 3 "<18" 119 1094669 10.8708659878009 2020 "age"
"incidence" 4 "<18" 1255 1094669 114.646527854539 2020 "age"
"opr" 1 "18+" 245 4666596 5.25007950120388 2020 "age"
"opr" 2 "18+" 84 4666596 1.80002725755561 2020 "age"
"opr" 3 "18+" 91 4666596 1.95002952901858 2020 "age"
"opr" 4 "18+" 420 4666596 9.00013628777807 2020 "age"
"opr" 1 "<18" 75 1094669 6.85138612676526 2020 "age"
"opr" 2 "<18" 77 1094669 7.03408975681233 2020 "age"
"opr" 3 "<18" 151 1094669 13.7941240685541 2020 "age"
"opr" 4 "<18" 303 1094669 27.6795999521316 2020 "age"
"opr_patients" 1 "18+" 241 4666596 5.16436391751075 2020 "age"
"opr_patients" 2 "18+" 83 4666596 1.77859836163233 2020 "age"
"opr_patients" 3 "18+" 84 4666596 1.80002725755561 2020 "age"
"opr_patients" 4 "18+" 408 4666596 8.7429895366987 2020 "age"
"opr_patients" 1 "<18" 74 1094669 6.76003431174172 2020 "age"
"opr_patients" 2 "<18" 67 1094669 6.12057160657696 2020 "age"
"opr_patients" 3 "<18" 126 1094669 11.5103286929656 2020 "age"
"opr_patients" 4 "<18" 267 1094669 24.3909346112843 2020 "age"
"prevalence" 1 "18+" 10807 4687299 230.559219712675 2021 "age"
"prevalence" 2 "18+" 7872 4687299 167.943201404476 2021 "age"
"prevalence" 3 "18+" 3725 4687299 79.4700743434545 2021 "age"
"prevalence" 4 "18+" 22404 4687299 477.972495460605 2021 "age"
"prevalence" 1 "<18" 8120 1091518 743.918103045483 2021 "age"
"prevalence" 2 "<18" 2860 1091518 262.02041560469 2021 "age"
"prevalence" 3 "<18" 1675 1091518 153.456012635614 2021 "age"
"prevalence" 4 "<18" 12655 1091518 1159.39453128579 2021 "age"
"incidence" 1 "18+" 128 4687299 2.73078376267441 2021 "age"
"incidence" 2 "18+" 236 4687299 5.03488256243094 2021 "age"
"incidence" 3 "18+" 23 4687299 0.490687707355558 2021 "age"
"incidence" 4 "18+" 387 4687299 8.25635403246091 2021 "age"
"incidence" 1 "<18" 799 1091518 73.2008084154361 2021 "age"
"incidence" 2 "<18" 382 1091518 34.9971324339131 2021 "age"
"incidence" 3 "<18" 101 1091518 9.25316852310269 2021 "age"
"incidence" 4 "<18" 1282 1091518 117.451109372452 2021 "age"
"opr" 1 "18+" 288 4687299 6.14426346601742 2021 "age"
"opr" 2 "18+" 112 4687299 2.38943579234011 2021 "age"
"opr" 3 "18+" 97 4687299 2.0694220701517 2021 "age"
"opr" 4 "18+" 497 4687299 10.6031213285092 2021 "age"
"opr" 1 "<18" 87 1091518 7.97055110405875 2021 "age"
"opr" 2 "<18" 62 1091518 5.68016285576601 2021 "age"
"opr" 3 "<18" 109 1091518 9.98609276255637 2021 "age"
"opr" 4 "<18" 258 1091518 23.6368067223811 2021 "age"
"opr_patients" 1 "18+" 284 4687299 6.05892647343385 2021 "age"
"opr_patients" 2 "18+" 110 4687299 2.34676729604832 2021 "age"
"opr_patients" 3 "18+" 85 4687299 1.81341109240098 2021 "age"
"opr_patients" 4 "18+" 479 4687299 10.2191048618831 2021 "age"
"opr_patients" 1 "<18" 83 1091518 7.60408898433191 2021 "age"
"opr_patients" 2 "<18" 57 1091518 5.22208520610746 2021 "age"
"opr_patients" 3 "<18" 97 1091518 8.88670640337585 2021 "age"
"opr_patients" 4 "<18" 237 1091518 21.7128805938152 2021 "age"
"prevalence" 1 "18+" 11561 4721939 244.835860861396 2022 "age"
"prevalence" 2 "18+" 8835 4721939 187.105339564954 2022 "age"
"prevalence" 3 "18+" 3864 4721939 81.8307902749273 2022 "age"
"prevalence" 4 "18+" 24260 4721939 513.771990701278 2022 "age"
"prevalence" 1 "<18" 8477 1087831 779.257072100354 2022 "age"
"prevalence" 2 "<18" 3058 1087831 281.109841510308 2022 "age"
"prevalence" 3 "<18" 1680 1087831 154.435753347717 2022 "age"
"prevalence" 4 "<18" 13215 1087831 1214.80266695838 2022 "age"
"incidence" 1 "18+" 142 4721939 3.00723918712207 2022 "age"
"incidence" 2 "18+" 324 4721939 6.86158800441937 2022 "age"
"incidence" 3 "18+" 32 4721939 0.677687704140185 2022 "age"
"incidence" 4 "18+" 498 4721939 10.5465148956816 2022 "age"
"incidence" 1 "<18" 975 1087831 89.6278925678713 2022 "age"
"incidence" 2 "<18" 462 1087831 42.4698321706221 2022 "age"
"incidence" 3 "<18" 74 1087831 6.80252723079228 2022 "age"
"incidence" 4 "<18" 1511 1087831 138.900251969286 2022 "age"
"opr" 1 "18+" 269 4721939 5.69681226292843 2022 "age"
"opr" 2 "18+" 119 4721939 2.52015114977131 2022 "age"
"opr" 3 "18+" 67 4721939 1.41890863054351 2022 "age"
"opr" 4 "18+" 455 4721939 9.63587204324325 2022 "age"
"opr" 1 "<18" 77 1087831 7.07830536177035 2022 "age"
"opr" 2 "<18" 58 1087831 5.3317105322426 2022 "age"
"opr" 3 "<18" 83 1087831 7.62986162372648 2022 "age"
"opr" 4 "<18" 218 1087831 20.0398775177394 2022 "age"
"opr_patients" 1 "18+" 264 4721939 5.59092355915652 2022 "age"
"opr_patients" 2 "18+" 116 4721939 2.45661792750817 2022 "age"
"opr_patients" 3 "18+" 64 4721939 1.35537540828037 2022 "age"
"opr_patients" 4 "18+" 444 4721939 9.40291689494506 2022 "age"
"opr_patients" 1 "<18" 76 1087831 6.98637931811099 2022 "age"
"opr_patients" 2 "<18" 48 1087831 4.41245009564905 2022 "age"
"opr_patients" 3 "<18" 77 1087831 7.07830536177035 2022 "age"
"opr_patients" 4 "<18" 201 1087831 18.4771347755304 2022 "age"
"prevalence" 1 "18+" 12263 4776753 256.722505852825 2023 "age"
"prevalence" 2 "18+" 10085 4776753 211.126679566643 2023 "age"
"prevalence" 3 "18+" 4014 4776753 84.031977370402 2023 "age"
"prevalence" 4 "18+" 26362 4776753 551.88116278987 2023 "age"
"prevalence" 1 "<18" 9034 1097109 823.436869080465 2023 "age"
"prevalence" 2 "<18" 3372 1097109 307.353234728728 2023 "age"
"prevalence" 3 "<18" 1662 1097109 151.489049857398 2023 "age"
"prevalence" 4 "<18" 14068 1097109 1282.27915366659 2023 "age"
"incidence" 1 "18+" 219 4776753 4.58470429599353 2023 "age"
"incidence" 2 "18+" 398 4776753 8.33201967947683 2023 "age"
"incidence" 3 "18+" 41 4776753 0.85832363532299 2023 "age"
"incidence" 4 "18+" 658 4776753 13.7750476107934 2023 "age"
"incidence" 1 "<18" 727 1097109 66.2650657318461 2023 "age"
"incidence" 2 "<18" 393 1097109 35.8214179265688 2023 "age"
"incidence" 3 "<18" 104 1097109 9.47945919685282 2023 "age"
"incidence" 4 "<18" 1224 1097109 111.565942855268 2023 "age"
"opr" 1 "18+" 31 4776753 0.648976407195432 2023 "age"
"opr" 2 "18+" 13 4776753 0.272151396565826 2023 "age"
"opr" 3 "18+" 10 4776753 0.209347228127559 2023 "age"
"opr" 4 "18+" 54 4776753 1.13047503188882 2023 "age"
"opr" 1 "<18" NA 1097109 NA 2023 "age"
"opr" 2 "<18" NA 1097109 NA 2023 "age"
"opr" 3 "<18" 11 1097109 1.00263510735943 2023 "age"
"opr" 4 "<18" 18 1097109 1.64067563022453 2023 "age"
"opr_patients" 1 "18+" 31 4776753 0.648976407195432 2023 "age"
"opr_patients" 2 "18+" 13 4776753 0.272151396565826 2023 "age"
"opr_patients" 3 "18+" 10 4776753 0.209347228127559 2023 "age"
"opr_patients" 4 "18+" 54 4776753 1.13047503188882 2023 "age"
"opr_patients" 1 "<18" NA 1097109 NA 2023 "age"
"opr_patients" 2 "<18" NA 1097109 NA 2023 "age"
"opr_patients" 3 "<18" 11 1097109 1.00263510735943 2023 "age"
"opr_patients" 4 "<18" 18 1097109 1.64067563022453 2023 "age"
