"variable" "sex" "age_group" "ht.code" "count_n_" "year" "n_denom" "rate_strat" "aggr_level"
"incidence" "f" "2-3" 4 39 2008 63729 61.1966294779457 "age_group"
"incidence" "f" "4-5" 1 NA 2008 63377 NA "age_group"
"incidence" "f" "4-5" 2 11 2008 63377 17.3564542341859 "age_group"
"incidence" "f" "4-5" 3 NA 2008 63377 NA "age_group"
"incidence" "f" "4-5" 4 20 2008 63377 31.5571895167016 "age_group"
"incidence" "f" "6-7" 1 NA 2008 65221 NA "age_group"
"incidence" "f" "6-7" 2 NA 2008 65221 NA "age_group"
"incidence" "f" "6-7" 3 NA 2008 65221 NA "age_group"
"incidence" "f" "6-7" 4 10 2008 65221 15.3324849358335 "age_group"
"incidence" "f" "8-9" 1 NA 2008 65591 NA "age_group"
"incidence" "f" "8-9" 2 NA 2008 65591 NA "age_group"
"incidence" "f" "8-9" 3 NA 2008 65591 NA "age_group"
"incidence" "f" "8-9" 4 11 2008 65591 16.7705935265509 "age_group"
"incidence" "f" "10-11" 1 NA 2008 67151 NA "age_group"
"incidence" "f" "10-11" 2 NA 2008 67151 NA "age_group"
"incidence" "f" "10-11" 3 NA 2008 67151 NA "age_group"
"incidence" "f" "10-11" 4 16 2008 67151 23.8268975890158 "age_group"
"incidence" "f" "12-13" 1 NA 2008 70195 NA "age_group"
"incidence" "f" "12-13" 2 11 2008 70195 15.6706318113826 "age_group"
"incidence" "f" "12-13" 3 NA 2008 70195 NA "age_group"
"incidence" "f" "12-13" 4 16 2008 70195 22.7936462711019 "age_group"
"incidence" "f" "14-15" 1 NA 2008 68172 NA "age_group"
"incidence" "f" "14-15" 2 19 2008 68172 27.8706800445931 "age_group"
"incidence" "f" "14-15" 3 NA 2008 68172 NA "age_group"
"incidence" "f" "14-15" 4 25 2008 68172 36.6719474270962 "age_group"
"incidence" "f" "16-17" 1 NA 2008 65852 NA "age_group"
"incidence" "f" "16-17" 2 NA 2008 65852 NA "age_group"
"incidence" "f" "16-17" 3 NA 2008 65852 NA "age_group"
"incidence" "f" "16-17" 4 11 2008 65852 16.7041244001701 "age_group"
"incidence" "f" "18+" 1 NA 2008 2170430 NA "age_group"
"incidence" "f" "18+" 2 29 2008 2170430 1.33614076473326 "age_group"
"incidence" "f" "18+" 3 13 2008 2170430 0.598959653156287 "age_group"
"incidence" "f" "18+" 4 50 2008 2170430 2.30369097367803 "age_group"
"incidence" "m" "0-1" 1 301 2008 33797 890.611592744918 "age_group"
"incidence" "m" "0-1" 2 79 2008 33797 233.748557564281 "age_group"
"incidence" "m" "0-1" 3 59 2008 33797 174.571707548007 "age_group"
"incidence" "m" "0-1" 4 439 2008 33797 1298.93185785721 "age_group"
"incidence" "m" "2-3" 1 NA 2008 66335 NA "age_group"
"incidence" "m" "2-3" 2 16 2008 66335 24.1199969850004 "age_group"
"incidence" "m" "2-3" 3 NA 2008 66335 NA "age_group"
"incidence" "m" "2-3" 4 29 2008 66335 43.7174945353132 "age_group"
"incidence" "m" "4-5" 1 NA 2008 66742 NA "age_group"
"incidence" "m" "4-5" 2 NA 2008 66742 NA "age_group"
"incidence" "m" "4-5" 3 NA 2008 66742 NA "age_group"
"incidence" "m" "4-5" 4 20 2008 66742 29.966138263762 "age_group"
"incidence" "m" "6-7" 1 NA 2008 68143 NA "age_group"
"incidence" "m" "6-7" 2 10 2008 68143 14.6750216456569 "age_group"
"incidence" "m" "6-7" 3 NA 2008 68143 NA "age_group"
"incidence" "m" "6-7" 4 16 2008 68143 23.4800346330511 "age_group"
"incidence" "m" "8-9" 1 NA 2008 68773 NA "age_group"
"incidence" "m" "8-9" 2 10 2008 68773 14.5405900571445 "age_group"
"incidence" "m" "8-9" 3 NA 2008 68773 NA "age_group"
"incidence" "m" "8-9" 4 10 2008 68773 14.5405900571445 "age_group"
"incidence" "m" "10-11" 1 NA 2008 70797 NA "age_group"
"incidence" "m" "10-11" 2 NA 2008 70797 NA "age_group"
"incidence" "m" "10-11" 3 NA 2008 70797 NA "age_group"
"incidence" "m" "10-11" 4 14 2008 70797 19.7748492167747 "age_group"
"incidence" "m" "12-13" 1 NA 2008 73883 NA "age_group"
"incidence" "m" "12-13" 2 10 2008 73883 13.5349133088803 "age_group"
"incidence" "m" "12-13" 3 NA 2008 73883 NA "age_group"
"incidence" "m" "12-13" 4 13 2008 73883 17.5953873015443 "age_group"
"incidence" "m" "14-15" 1 NA 2008 71998 NA "age_group"
"incidence" "m" "14-15" 2 14 2008 71998 19.4449845829051 "age_group"
"incidence" "m" "14-15" 3 NA 2008 71998 NA "age_group"
"incidence" "m" "14-15" 4 22 2008 71998 30.5564043445651 "age_group"
"incidence" "m" "16-17" 1 NA 2008 69393 NA "age_group"
"incidence" "m" "16-17" 2 NA 2008 69393 NA "age_group"
"incidence" "m" "16-17" 3 NA 2008 69393 NA "age_group"
"incidence" "m" "16-17" 4 NA 2008 69393 NA "age_group"
"incidence" "m" "18+" 1 NA 2008 2089767 NA "age_group"
"incidence" "m" "18+" 2 12 2008 2089767 0.574226696086214 "age_group"
"incidence" "m" "18+" 3 NA 2008 2089767 NA "age_group"
"incidence" "m" "18+" 4 18 2008 2089767 0.861340044129322 "age_group"
"prevalence" "f" "0-1" 1 271 2009 31609 857.350754531937 "age_group"
"prevalence" "f" "0-1" 2 51 2009 31609 161.346451959885 "age_group"
"prevalence" "f" "0-1" 3 44 2009 31609 139.20086051441 "age_group"
"prevalence" "f" "0-1" 4 366 2009 31609 1157.89806700623 "age_group"
"prevalence" "f" "2-3" 1 533 2009 64124 831.202046035806 "age_group"
"prevalence" "f" "2-3" 2 146 2009 64124 227.683862516375 "age_group"
"prevalence" "f" "2-3" 3 100 2009 64124 155.947851038613 "age_group"
"prevalence" "f" "2-3" 4 779 2009 64124 1214.83375959079 "age_group"
"prevalence" "f" "4-5" 1 504 2009 63938 788.263630391942 "age_group"
"prevalence" "f" "4-5" 2 170 2009 63938 265.882573743314 "age_group"
"prevalence" "f" "4-5" 3 113 2009 63938 176.73371078232 "age_group"
"prevalence" "f" "4-5" 4 787 2009 63938 1230.87991491758 "age_group"
"prevalence" "f" "6-7" 1 432 2009 63788 677.243368658682 "age_group"
"prevalence" "f" "6-7" 2 182 2009 63788 285.32012290713 "age_group"
"prevalence" "f" "6-7" 3 105 2009 63788 164.607763215652 "age_group"
"prevalence" "f" "6-7" 4 719 2009 63788 1127.17125478146 "age_group"
"prevalence" "f" "8-9" 1 472 2009 65982 715.346609681428 "age_group"
"prevalence" "f" "8-9" 2 187 2009 65982 283.410627140735 "age_group"
"prevalence" "f" "8-9" 3 94 2009 65982 142.463095995878 "age_group"
"prevalence" "f" "8-9" 4 753 2009 65982 1141.22033281804 "age_group"
"prevalence" "f" "10-11" 1 421 2009 66396 634.074341827821 "age_group"
"prevalence" "f" "10-11" 2 231 2009 66396 347.912524850895 "age_group"
"prevalence" "f" "10-11" 3 122 2009 66396 183.746008795711 "age_group"
"prevalence" "f" "10-11" 4 774 2009 66396 1165.73287547443 "age_group"
"prevalence" "f" "12-13" 1 430 2009 68701 625.900641912054 "age_group"
"prevalence" "f" "12-13" 2 265 2009 68701 385.729465364405 "age_group"
"prevalence" "f" "12-13" 3 101 2009 68701 147.013871704924 "age_group"
"prevalence" "f" "12-13" 4 796 2009 68701 1158.64397898138 "age_group"
"prevalence" "f" "14-15" 1 419 2009 69532 602.600241615371 "age_group"
"prevalence" "f" "14-15" 2 279 2009 69532 401.254098832192 "age_group"
"prevalence" "f" "14-15" 3 112 2009 69532 161.076914226543 "age_group"
"prevalence" "f" "14-15" 4 810 2009 69532 1164.93125467411 "age_group"
"prevalence" "f" "16-17" 1 371 2009 67695 548.046384518798 "age_group"
"prevalence" "f" "16-17" 2 256 2009 67695 378.166777457715 "age_group"
"prevalence" "f" "16-17" 3 92 2009 67695 135.903685648866 "age_group"
"prevalence" "f" "16-17" 4 719 2009 67695 1062.11684762538 "age_group"
"prevalence" "f" "18+" 1 2772 2009 2185940 126.810433955186 "age_group"
"prevalence" "f" "18+" 2 1932 2009 2185940 88.383029726342 "age_group"
"prevalence" "f" "18+" 3 1032 2009 2185940 47.2108109097231 "age_group"
"prevalence" "f" "18+" 4 5736 2009 2185940 262.404274591251 "age_group"
"prevalence" "m" "0-1" 1 232 2009 33144 699.975862901279 "age_group"
"prevalence" "m" "0-1" 2 68 2009 33144 205.165339126237 "age_group"
"prevalence" "m" "0-1" 3 49 2009 33144 147.839729664494 "age_group"
"prevalence" "m" "0-1" 4 349 2009 33144 1052.98093169201 "age_group"
"prevalence" "m" "2-3" 1 454 2009 67196 675.635454491339 "age_group"
"prevalence" "m" "2-3" 2 184 2009 67196 273.825822965653 "age_group"
"prevalence" "m" "2-3" 3 133 2009 67196 197.928448121912 "age_group"
"prevalence" "m" "2-3" 4 771 2009 67196 1147.3897255789 "age_group"
"prevalence" "m" "4-5" 1 441 2009 66926 658.936736096584 "age_group"
"prevalence" "m" "4-5" 2 192 2009 66926 286.884021157697 "age_group"
"prevalence" "m" "4-5" 3 127 2009 66926 189.761826494935 "age_group"
"prevalence" "m" "4-5" 4 760 2009 66926 1135.58258374922 "age_group"
"prevalence" "m" "6-7" 1 390 2009 66984 582.228591902544 "age_group"
"prevalence" "m" "6-7" 2 221 2009 66984 329.929535411442 "age_group"
"prevalence" "m" "6-7" 3 135 2009 66984 201.540666427804 "age_group"
"prevalence" "m" "6-7" 4 746 2009 66984 1113.69879374179 "age_group"
"prevalence" "m" "8-9" 1 360 2009 68868 522.739153162572 "age_group"
"prevalence" "m" "8-9" 2 247 2009 68868 358.657141197653 "age_group"
"prevalence" "m" "8-9" 3 125 2009 68868 181.506650403671 "age_group"
"prevalence" "m" "8-9" 4 732 2009 68868 1062.9029447639 "age_group"
"prevalence" "m" "10-11" 1 378 2009 69975 540.192926045016 "age_group"
"prevalence" "m" "10-11" 2 274 2009 69975 391.56841729189 "age_group"
"prevalence" "m" "10-11" 3 128 2009 69975 182.92247231154 "age_group"
"prevalence" "m" "10-11" 4 780 2009 69975 1114.68381564845 "age_group"
"prevalence" "m" "12-13" 1 420 2009 72611 578.424756579582 "age_group"
"prevalence" "m" "12-13" 2 287 2009 72611 395.256916996047 "age_group"
"prevalence" "m" "12-13" 3 137 2009 72611 188.676646789054 "age_group"
"prevalence" "m" "12-13" 4 844 2009 72611 1162.35832036468 "age_group"
"prevalence" "m" "14-15" 1 355 2009 72904 486.941731592231 "age_group"
"prevalence" "m" "14-15" 2 282 2009 72904 386.810051574674 "age_group"
"prevalence" "m" "14-15" 3 108 2009 72904 148.140019752003 "age_group"
"prevalence" "m" "14-15" 4 745 2009 72904 1021.89180291891 "age_group"
"prevalence" "m" "16-17" 1 324 2009 71332 454.214097459766 "age_group"
"prevalence" "m" "16-17" 2 298 2009 71332 417.764818033982 "age_group"
"prevalence" "m" "16-17" 3 109 2009 71332 152.806594515785 "age_group"
"prevalence" "m" "16-17" 4 731 2009 71332 1024.78551000953 "age_group"
"prevalence" "m" "18+" 1 2236 2009 2108304 106.05681154141 "age_group"
"prevalence" "m" "18+" 2 1917 2009 2108304 90.926166245475 "age_group"
"prevalence" "m" "18+" 3 1066 2009 2108304 50.5619682929976 "age_group"
"prevalence" "m" "18+" 4 5219 2009 2108304 247.544946079882 "age_group"
"incidence" "f" "0-1" 1 301 2009 31609 952.260432155399 "age_group"
"incidence" "f" "0-1" 2 68 2009 31609 215.12860261318 "age_group"
"incidence" "f" "0-1" 3 53 2009 31609 167.673763801449 "age_group"
"incidence" "f" "0-1" 4 422 2009 31609 1335.06279857003 "age_group"
"incidence" "f" "2-3" 1 18 2009 64124 28.0706131869503 "age_group"
"incidence" "f" "2-3" 2 17 2009 64124 26.5111346765642 "age_group"
"incidence" "f" "2-3" 3 NA 2009 64124 NA "age_group"
"incidence" "f" "2-3" 4 36 2009 64124 56.1412263739006 "age_group"
"incidence" "f" "4-5" 1 10 2009 63938 15.6401513966655 "age_group"
"incidence" "f" "4-5" 2 13 2009 63938 20.3321968156652 "age_group"
"incidence" "f" "4-5" 3 NA 2009 63938 NA "age_group"
"incidence" "f" "4-5" 4 23 2009 63938 35.9723482123307 "age_group"
"incidence" "f" "6-7" 1 NA 2009 63788 NA "age_group"
"incidence" "f" "6-7" 2 11 2009 63788 17.2446228130683 "age_group"
"incidence" "f" "6-7" 3 NA 2009 63788 NA "age_group"
"incidence" "f" "6-7" 4 17 2009 63788 26.6507807111055 "age_group"
"incidence" "f" "8-9" 1 NA 2009 65982 NA "age_group"
"incidence" "f" "8-9" 2 NA 2009 65982 NA "age_group"
"incidence" "f" "8-9" 3 NA 2009 65982 NA "age_group"
"incidence" "f" "8-9" 4 12 2009 65982 18.1867782122397 "age_group"
"incidence" "f" "10-11" 1 NA 2009 66396 NA "age_group"
"incidence" "f" "10-11" 2 NA 2009 66396 NA "age_group"
"incidence" "f" "10-11" 3 NA 2009 66396 NA "age_group"
"incidence" "f" "10-11" 4 NA 2009 66396 NA "age_group"
"incidence" "f" "12-13" 1 NA 2009 68701 NA "age_group"
"incidence" "f" "12-13" 2 NA 2009 68701 NA "age_group"
"incidence" "f" "12-13" 3 NA 2009 68701 NA "age_group"
"incidence" "f" "12-13" 4 13 2009 68701 18.9225775461784 "age_group"
"incidence" "f" "14-15" 1 NA 2009 69532 NA "age_group"
"incidence" "f" "14-15" 2 NA 2009 69532 NA "age_group"
"incidence" "f" "14-15" 3 NA 2009 69532 NA "age_group"
"incidence" "f" "14-15" 4 NA 2009 69532 NA "age_group"
"incidence" "f" "16-17" 1 NA 2009 67695 NA "age_group"
"incidence" "f" "16-17" 2 NA 2009 67695 NA "age_group"
"incidence" "f" "16-17" 3 NA 2009 67695 NA "age_group"
"incidence" "f" "16-17" 4 10 2009 67695 14.772139744442 "age_group"
"incidence" "f" "18+" 1 26 2009 2185940 1.18941965470232 "age_group"
"incidence" "f" "18+" 2 22 2009 2185940 1.00643201551735 "age_group"
"incidence" "f" "18+" 3 24 2009 2185940 1.09792583510984 "age_group"
"incidence" "f" "18+" 4 72 2009 2185940 3.29377750532952 "age_group"
"incidence" "m" "0-1" 1 307 2009 33144 926.261163408158 "age_group"
"incidence" "m" "0-1" 2 89 2009 33144 268.525223268163 "age_group"
"incidence" "m" "0-1" 3 57 2009 33144 171.976828385228 "age_group"
"incidence" "m" "0-1" 4 453 2009 33144 1366.76321506155 "age_group"
"incidence" "m" "2-3" 1 NA 2009 67196 NA "age_group"
"incidence" "m" "2-3" 2 12 2009 67196 17.858205845586 "age_group"
"incidence" "m" "2-3" 3 NA 2009 67196 NA "age_group"
"incidence" "m" "2-3" 4 22 2009 67196 32.7400440502411 "age_group"
"incidence" "m" "4-5" 1 NA 2009 66926 NA "age_group"
"incidence" "m" "4-5" 2 18 2009 66926 26.8953769835341 "age_group"
"incidence" "m" "4-5" 3 NA 2009 66926 NA "age_group"
"incidence" "m" "4-5" 4 27 2009 66926 40.3430654753011 "age_group"
"incidence" "m" "6-7" 1 NA 2009 66984 NA "age_group"
"incidence" "m" "6-7" 2 10 2009 66984 14.9289382539114 "age_group"
"incidence" "m" "6-7" 3 NA 2009 66984 NA "age_group"
"incidence" "m" "6-7" 4 15 2009 66984 22.3934073808671 "age_group"
"incidence" "m" "8-9" 1 NA 2009 68868 NA "age_group"
"incidence" "m" "8-9" 2 NA 2009 68868 NA "age_group"
"incidence" "m" "8-9" 3 NA 2009 68868 NA "age_group"
"incidence" "m" "8-9" 4 13 2009 68868 18.8766916419818 "age_group"
"incidence" "m" "10-11" 1 NA 2009 69975 NA "age_group"
"incidence" "m" "10-11" 2 NA 2009 69975 NA "age_group"
"incidence" "m" "10-11" 3 NA 2009 69975 NA "age_group"
"incidence" "m" "10-11" 4 NA 2009 69975 NA "age_group"
"incidence" "m" "12-13" 1 NA 2009 72611 NA "age_group"
"incidence" "m" "12-13" 2 NA 2009 72611 NA "age_group"
"incidence" "m" "12-13" 3 NA 2009 72611 NA "age_group"
"incidence" "m" "12-13" 4 NA 2009 72611 NA "age_group"
"incidence" "m" "14-15" 1 NA 2009 72904 NA "age_group"
"incidence" "m" "14-15" 2 10 2009 72904 13.7166684955558 "age_group"
"incidence" "m" "14-15" 3 NA 2009 72904 NA "age_group"
"incidence" "m" "14-15" 4 13 2009 72904 17.8316690442225 "age_group"
"incidence" "m" "16-17" 1 NA 2009 71332 NA "age_group"
"incidence" "m" "16-17" 2 NA 2009 71332 NA "age_group"
"incidence" "m" "16-17" 3 NA 2009 71332 NA "age_group"
"incidence" "m" "16-17" 4 10 2009 71332 14.0189536253014 "age_group"
"incidence" "m" "18+" 1 NA 2009 2108304 NA "age_group"
"incidence" "m" "18+" 2 19 2009 2108304 0.901198309162246 "age_group"
"incidence" "m" "18+" 3 NA 2009 2108304 NA "age_group"
"incidence" "m" "18+" 4 28 2009 2108304 1.32808171876542 "age_group"
"prevalence" "f" "0-1" 1 265 2010 31928 829.992483086946 "age_group"
"prevalence" "f" "0-1" 2 72 2010 31928 225.50739163117 "age_group"
"prevalence" "f" "0-1" 3 45 2010 31928 140.942119769481 "age_group"
"prevalence" "f" "0-1" 4 382 2010 31928 1196.4419944876 "age_group"
"prevalence" "f" "2-3" 1 561 2010 64039 876.028670029201 "age_group"
"prevalence" "f" "2-3" 2 132 2010 64039 206.124392948047 "age_group"
"prevalence" "f" "2-3" 3 96 2010 64039 149.908649416762 "age_group"
"prevalence" "f" "2-3" 4 789 2010 64039 1232.06171239401 "age_group"
"prevalence" "f" "4-5" 1 541 2010 64193 842.771018646893 "age_group"
"prevalence" "f" "4-5" 2 181 2010 64193 281.962207717352 "age_group"
"prevalence" "f" "4-5" 3 111 2010 64193 172.916050036608 "age_group"
"prevalence" "f" "4-5" 4 833 2010 64193 1297.64927640085 "age_group"
"prevalence" "f" "6-7" 1 464 2010 63551 730.122264008434 "age_group"
"prevalence" "f" "6-7" 2 183 2010 63551 287.957703261947 "age_group"
"prevalence" "f" "6-7" 3 100 2010 63551 157.353936208714 "age_group"
"prevalence" "f" "6-7" 4 747 2010 63551 1175.4339034791 "age_group"
"prevalence" "f" "8-9" 1 461 2010 65482 704.010262362176 "age_group"
"prevalence" "f" "8-9" 2 211 2010 65482 322.225955224336 "age_group"
"prevalence" "f" "8-9" 3 105 2010 65482 160.349408997893 "age_group"
"prevalence" "f" "8-9" 4 777 2010 65482 1186.5856265844 "age_group"
"prevalence" "f" "10-11" 1 441 2010 65810 670.110925391278 "age_group"
"prevalence" "f" "10-11" 2 204 2010 65810 309.983285215013 "age_group"
"prevalence" "f" "10-11" 3 102 2010 65810 154.991642607506 "age_group"
"prevalence" "f" "10-11" 4 747 2010 65810 1135.0858532138 "age_group"
"prevalence" "f" "12-13" 1 436 2010 67462 646.289763125908 "age_group"
"prevalence" "f" "12-13" 2 253 2010 67462 375.025940529483 "age_group"
"prevalence" "f" "12-13" 3 114 2010 67462 168.984020633838 "age_group"
"prevalence" "f" "12-13" 4 803 2010 67462 1190.29972428923 "age_group"
"prevalence" "f" "14-15" 1 417 2010 70462 591.808350600324 "age_group"
"prevalence" "f" "14-15" 2 300 2010 70462 425.761403309585 "age_group"
"prevalence" "f" "14-15" 3 102 2010 70462 144.758877125259 "age_group"
"prevalence" "f" "14-15" 4 819 2010 70462 1162.32863103517 "age_group"
"prevalence" "f" "16-17" 1 408 2010 68878 592.351694300067 "age_group"
"prevalence" "f" "16-17" 2 270 2010 68878 391.997444757397 "age_group"
"prevalence" "f" "16-17" 3 121 2010 68878 175.672928946834 "age_group"
"prevalence" "f" "16-17" 4 799 2010 68878 1160.0220680043 "age_group"
"prevalence" "f" "18+" 1 3026 2010 2198839 137.618079359153 "age_group"
"prevalence" "f" "18+" 2 2131 2010 2198839 96.914780936667 "age_group"
"prevalence" "f" "18+" 3 1119 2010 2198839 50.890492664538 "age_group"
"prevalence" "f" "18+" 4 6276 2010 2198839 285.423352960358 "age_group"
"prevalence" "m" "0-1" 1 300 2010 33921 884.407888918369 "age_group"
"prevalence" "m" "0-1" 2 74 2010 33921 218.153945933198 "age_group"
"prevalence" "m" "0-1" 3 48 2010 33921 141.505262226939 "age_group"
"prevalence" "m" "0-1" 4 422 2010 33921 1244.06709707851 "age_group"
"prevalence" "m" "2-3" 1 474 2010 67404 703.22236069076 "age_group"
"prevalence" "m" "2-3" 2 176 2010 67404 261.112100172097 "age_group"
"prevalence" "m" "2-3" 3 121 2010 67404 179.514568868316 "age_group"
"prevalence" "m" "2-3" 4 771 2010 67404 1143.84902973117 "age_group"
"prevalence" "m" "4-5" 1 460 2010 66802 688.602137660549 "age_group"
"prevalence" "m" "4-5" 2 199 2010 66802 297.895272596629 "age_group"
"prevalence" "m" "4-5" 3 128 2010 66802 191.611029609892 "age_group"
"prevalence" "m" "4-5" 4 787 2010 66802 1178.10843986707 "age_group"
"prevalence" "m" "6-7" 1 432 2010 66940 645.354048401554 "age_group"
"prevalence" "m" "6-7" 2 218 2010 66940 325.664774424858 "age_group"
"prevalence" "m" "6-7" 3 138 2010 66940 206.154765461607 "age_group"
"prevalence" "m" "6-7" 4 788 2010 66940 1177.17358828802 "age_group"
"prevalence" "m" "8-9" 1 370 2010 68353 541.307623659532 "age_group"
"prevalence" "m" "8-9" 2 239 2010 68353 349.655465012509 "age_group"
"prevalence" "m" "8-9" 3 144 2010 68353 210.67107515398 "age_group"
"prevalence" "m" "8-9" 4 753 2010 68353 1101.63416382602 "age_group"
"prevalence" "m" "10-11" 1 340 2010 68915 493.361387216136 "age_group"
"prevalence" "m" "10-11" 2 267 2010 68915 387.433795255024 "age_group"
"prevalence" "m" "10-11" 3 105 2010 68915 152.361604875571 "age_group"
"prevalence" "m" "10-11" 4 712 2010 68915 1033.15678734673 "age_group"
"prevalence" "m" "12-13" 1 419 2010 71119 589.153390795709 "age_group"
"prevalence" "m" "12-13" 2 286 2010 71119 402.142887273443 "age_group"
"prevalence" "m" "12-13" 3 149 2010 71119 209.508007705395 "age_group"
"prevalence" "m" "12-13" 4 854 2010 71119 1200.80428577455 "age_group"
"prevalence" "m" "14-15" 1 387 2010 74112 522.182642487047 "age_group"
"prevalence" "m" "14-15" 2 318 2010 74112 429.080310880829 "age_group"
"prevalence" "m" "14-15" 3 115 2010 74112 155.170552677029 "age_group"
"prevalence" "m" "14-15" 4 820 2010 74112 1106.43350604491 "age_group"
"prevalence" "m" "16-17" 1 360 2010 72747 494.865767660522 "age_group"
"prevalence" "m" "16-17" 2 289 2010 72747 397.267241260808 "age_group"
"prevalence" "m" "16-17" 3 121 2010 72747 166.329883019231 "age_group"
"prevalence" "m" "16-17" 4 770 2010 72747 1058.46289194056 "age_group"
"prevalence" "m" "18+" 1 2443 2010 2120505 115.208405544906 "age_group"
"prevalence" "m" "18+" 2 2136 2010 2120505 100.730722162881 "age_group"
"prevalence" "m" "18+" 3 1144 2010 2120505 53.9494129936029 "age_group"
"prevalence" "m" "18+" 4 5723 2010 2120505 269.88854070139 "age_group"
"incidence" "f" "0-1" 1 300 2010 31928 939.614131796542 "age_group"
"incidence" "f" "0-1" 2 80 2010 31928 250.563768479078 "age_group"
"incidence" "f" "0-1" 3 43 2010 31928 134.678025557504 "age_group"
"incidence" "f" "0-1" 4 423 2010 31928 1324.85592583312 "age_group"
"incidence" "f" "2-3" 1 18 2010 64039 28.1078717656428 "age_group"
"incidence" "f" "2-3" 2 NA 2010 64039 NA "age_group"
"incidence" "f" "2-3" 3 NA 2010 64039 NA "age_group"
"incidence" "f" "2-3" 4 26 2010 64039 40.6002592170396 "age_group"
"incidence" "f" "4-5" 1 NA 2010 64193 NA "age_group"
"incidence" "f" "4-5" 2 12 2010 64193 18.6936270309847 "age_group"
"incidence" "f" "4-5" 3 NA 2010 64193 NA "age_group"
"incidence" "f" "4-5" 4 19 2010 64193 29.5982427990591 "age_group"
"incidence" "f" "6-7" 1 NA 2010 63551 NA "age_group"
"incidence" "f" "6-7" 2 NA 2010 63551 NA "age_group"
"incidence" "f" "6-7" 3 NA 2010 63551 NA "age_group"
"incidence" "f" "6-7" 4 10 2010 63551 15.7353936208714 "age_group"
"incidence" "f" "8-9" 1 NA 2010 65482 NA "age_group"
"incidence" "f" "8-9" 2 NA 2010 65482 NA "age_group"
"incidence" "f" "8-9" 3 NA 2010 65482 NA "age_group"
"incidence" "f" "8-9" 4 13 2010 65482 19.8527839711676 "age_group"
"incidence" "f" "10-11" 1 NA 2010 65810 NA "age_group"
"incidence" "f" "10-11" 2 10 2010 65810 15.1952590791673 "age_group"
"incidence" "f" "10-11" 3 NA 2010 65810 NA "age_group"
"incidence" "f" "10-11" 4 13 2010 65810 19.7538368029175 "age_group"
"incidence" "f" "12-13" 1 NA 2010 67462 NA "age_group"
"incidence" "f" "12-13" 2 NA 2010 67462 NA "age_group"
"incidence" "f" "12-13" 3 NA 2010 67462 NA "age_group"
"incidence" "f" "12-13" 4 11 2010 67462 16.3054756751949 "age_group"
"incidence" "f" "14-15" 1 NA 2010 70462 NA "age_group"
"incidence" "f" "14-15" 2 NA 2010 70462 NA "age_group"
"incidence" "f" "14-15" 3 NA 2010 70462 NA "age_group"
"incidence" "f" "14-15" 4 16 2010 70462 22.7072748431779 "age_group"
"incidence" "f" "16-17" 1 NA 2010 68878 NA "age_group"
"incidence" "f" "16-17" 2 NA 2010 68878 NA "age_group"
"incidence" "f" "16-17" 3 NA 2010 68878 NA "age_group"
"incidence" "f" "16-17" 4 11 2010 68878 15.970266267894 "age_group"
"incidence" "f" "18+" 1 22 2010 2198839 1.00052800591585 "age_group"
"incidence" "f" "18+" 2 35 2010 2198839 1.59174910032067 "age_group"
"incidence" "f" "18+" 3 23 2010 2198839 1.0460065516393 "age_group"
"incidence" "f" "18+" 4 80 2010 2198839 3.63828365787582 "age_group"
"incidence" "m" "0-1" 1 300 2010 33921 884.407888918369 "age_group"
"incidence" "m" "0-1" 2 88 2010 33921 259.426314082722 "age_group"
"incidence" "m" "0-1" 3 72 2010 33921 212.257893340409 "age_group"
"incidence" "m" "0-1" 4 460 2010 33921 1356.0920963415 "age_group"
"incidence" "m" "2-3" 1 NA 2010 67404 NA "age_group"
"incidence" "m" "2-3" 2 17 2010 67404 25.2210551302593 "age_group"
"incidence" "m" "2-3" 3 NA 2010 67404 NA "age_group"
"incidence" "m" "2-3" 4 31 2010 67404 45.991335825767 "age_group"
"incidence" "m" "4-5" 1 NA 2010 66802 NA "age_group"
"incidence" "m" "4-5" 2 NA 2010 66802 NA "age_group"
"incidence" "m" "4-5" 3 NA 2010 66802 NA "age_group"
"incidence" "m" "4-5" 4 19 2010 66802 28.4422622077183 "age_group"
"incidence" "m" "6-7" 1 NA 2010 66940 NA "age_group"
"incidence" "m" "6-7" 2 NA 2010 66940 NA "age_group"
"incidence" "m" "6-7" 3 NA 2010 66940 NA "age_group"
"incidence" "m" "6-7" 4 16 2010 66940 23.9020017926501 "age_group"
"incidence" "m" "8-9" 1 NA 2010 68353 NA "age_group"
"incidence" "m" "8-9" 2 NA 2010 68353 NA "age_group"
"incidence" "m" "8-9" 3 NA 2010 68353 NA "age_group"
"incidence" "m" "8-9" 4 NA 2010 68353 NA "age_group"
"incidence" "m" "10-11" 1 NA 2010 68915 NA "age_group"
"incidence" "m" "10-11" 2 11 2010 68915 15.9616919393456 "age_group"
"incidence" "m" "10-11" 3 NA 2010 68915 NA "age_group"
"incidence" "m" "10-11" 4 14 2010 68915 20.3148806500762 "age_group"
"incidence" "m" "12-13" 1 NA 2010 71119 NA "age_group"
"incidence" "m" "12-13" 2 NA 2010 71119 NA "age_group"
"incidence" "m" "12-13" 3 NA 2010 71119 NA "age_group"
"incidence" "m" "12-13" 4 11 2010 71119 15.4670341259017 "age_group"
"incidence" "m" "14-15" 1 NA 2010 74112 NA "age_group"
